review,rating
"i used Beats, Sennheiser, Beyerdynamic, Bose, Sony, Panasonic headphones but never hear that kind of music quality in this headphone i feel relaxed and exited, i got this headphone 2 days back but trust me whenever i got time i just connect my Bluetooth to this device and start listing music. its a huge pack of happiness and awesomeness thanks Boat for this awesome product.READ MORE",5
awesome product i am very happy to buy it every thing is great but its fitting not goodREAD MORE,5
"Guys to the one whos now searching for the review, see if u really want to purchase a headphone and if wireless with good battery packup u needed and price under 1000 makes u satisfactory then this option is best than any headphones. I watched a series for 5 hrs and still 60%battery remained i.e nearly 9 - 10 hrs battery packup Note  purchase only on offers so that one may get this at Rs 999-READ MORE",5
Personally my ears and neck and head starts paining after I wear this headset. I can't wear it for more than an hour. sound quality is good. But comfort matters more for me. So not satisfied with the product. But those who have habbit of wearing such headset. It is good for them. Bass is good. And there's noise cancellation as well to some extend.READ MORE,3
Very good design.. Foldable... That's why it is very easy to carry around.. Ear cup is small.. Not suitable for bigger earsREAD MORE,5
"prosthe audio quality is very good excellent sound amplification no problems with battery lifeacceptable cushionsgood noise cancellationconsmic is not at all good   the person on the other side will hear a very low voice. the lowest sound is bit high  if you want to hear music in quiet environments the sound of music is a bit loud although for movies calls,etc its perfectly fineREAD MORE",4
Useful for listening to music wirelessly although the sound quality is Good not the best. Calling is OK as the mic is within the earcup and so the doesn't catch voice easily. Overall for the price a Good product if you want to untangle.READ MORE,4
headphones was so nice in looks and base + sound was excellent  happy with the product  to buy  but not happy with the delivery of the productREAD MORE,4
Boat rockers 400 1) build quality is good2)you will feel amazing when u hear Bass songs3)The main advantage is u can use by Bluetooth connection (wireless) or Wired by putting Aux cable .4)Battery's backup is good I used 4days without charging5)U can hear good sound effect in Bluetooth connection only.Connecting aux cable to phone gives not much sound effect.6) This product is awesome and it is delivered 1Day before expected date7)value for money thanx to flipkartREAD MORE,5
built quality is not so strong but design is better than built quility it is made up of chip plastic material for either price compromising but sound quility is best for this price segment each bit is clear and bass quility is also too good I love it boat sound quility I give out of 5 star for sound qulity and bass segment I don't know how to make this quility sound and bass like headphone in this price segment I love it must buy guys but in offered period899@. bemisal headphone each song bea...READ MORE,5
sound quality is good..Bluetooth working fast as connect fast and black red colour is looks good while traveling it is very helpful to listening songss....and feel good...READ MORE,4
YOU PROBABLY NOTICED HOW MANY NOM OF PEOPLE BOUGHT UT AND RATED IT. but tell you something.. the no. doesn't matter. cause i purchased this one n i have other on ear Headphones too.. I'll definitely not suggest you to buy this... please its outdated product and it doesn't give you comfort at all..which is like very very important part of Headphone. The sound is good. but if you want to hear music at loud volume..forget it. you can listen better at medium n low volume.. i had headache at high ...READ MORE,4
"Best Best headphones ,reallly impressed by its use 👍👍👍 They are really comforting and have a good bass tooo.. So i ma happy with purchaseREAD MORE",5
nice quality sound bass everything is perfect nice headphone in valuable price.READ MORE,5
Product Is Good This Product  I have Got Only in 899rs Sound Is Osm Battery Backup Is Very Good Comfortable And AdjustableREAD MORE,5
product is very good.but its very hard. we can wear it maximum 20 minut. otherwise its paining your hear. some less comfortable. otherwise Super sound. super bass. super battery. looking is almost good.READ MORE,4
best base and boom sound is very clear and base is also perfectREAD MORE,5
I am happy to purchased it every thing is very good  just rubber  should be soft on but really battery back up and sound bestREAD MORE,5
It is a good Bluetooth ... I gifted this to my husband...  he loved it too muchh... thank you flipkartREAD MORE,5
